id,country,year,continent,least_developed,life_expectancy,population,co2_emissions,health_expenditure,electric_power_consumption,forest_area,gdp_per_capita,individuals_using_the_internet,military_expenditure,people_practicing_open_defecation,people_using_at_least_basic_drinking_water_services,obesity_among_adults,beer_consumption_per_capita,avg_years_of_schooling,secondary_enroll,annotations
53,Bulgaria,2010,Europe,False,73.51219512,7395599,6.049544016,7.13800573,4483.747139,34.42336035,14956.48718,46.23,1.652468225,0.0,99.39938391,24.3,4.0,10.6,90.22619629,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
54,Cameroon,2005,Africa,False,52.76,17733408,0.283081514,4.09544468,192.3598158,44.95141842,2500.885699,1.402654226,1.243220765,7.359243992,59.91704351,6.1,2.17313,5.1,27.06101036,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
55,Cameroon,2006,Africa,False,53.215,18223677,0.279306978,4.02897263,186.4277865,44.80396861,2604.266466,2.028744791,1.32737745,7.231739861,60.35506562,6.3,2.1517,5.2,23.56108093,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
56,Cameroon,2007,Africa,False,53.681,18730283,0.327277496,3.95940948,245.6694113,44.6565188,2714.922192,2.93,1.326606417,7.105048342,60.78606619,6.6,2.18534,5.2,32.35641861,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
57,Cameroon,2008,Africa,False,54.153,19252674,0.331901941,3.82291627,253.7601808,44.50906899,2768.571649,3.4,1.312339132,6.979171231,61.21007939,6.9,2.37334,5.2,36.6680603,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
58,Cameroon,2009,Africa,False,54.627,19789922,0.355231325,3.73933601,267.1317241,44.36161917,2780.590387,3.84,1.319340142,6.854229894,61.62671558,7.2,2.80216,5.2,40.47853851,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
59,Cameroon,2010,Africa,False,55.101,20341236,0.344620171,3.75891471,264.9328279,44.21416936,2817.106207,4.3,1.354256639,6.730106439,62.03643519,7.5,2.58,5.3,43.48750305,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
60,Canada,2005,North America,False,80.19268293,32243753,17.02748527,9.03540611,17264.73674,38.7662262,36327.22865,71.66,1.110669655,0.0,99.23464422,24.6,4.2,12.2,101.3911896,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
61,Canada,2006,North America,False,80.34390244,32571174,16.5953499,9.34210205,16948.27522,38.76087508,38119.4132,72.4,1.125832408,0.0,99.23461957,25.2,4.2,12.3,101.7282486,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
62,Canada,2007,North America,False,80.54390244,32889025,17.38057011,9.44500446,16508.33955,38.75552395,39575.30975,73.2,1.188901783,0.0,99.23549716,25.8,4.2,12.4,101.9034882,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
63,Canada,2008,North America,False,80.69512195,33247118,16.55692294,9.60709858,16683.13366,38.75017283,40376.30688,76.7,1.248621382,0.0,99.23607708,26.4,4.2,12.4,102.3444366,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
64,Canada,2009,North America,False,80.99512195,33628895,15.50214503,10.71716499,16377.4797,38.7448217,38865.41346,80.3,1.377555631,0.0,99.23635504,27.0,4.2,12.5,102.7344437,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
65,Canada,2010,North America,False,81.24634146,34004889,15.79214123,10.69585419,15450.73069,38.73947058,40099.44824,80.3,1.194338338,0.0,99.23634886,27.6,4.2,12.6,102.3984833,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
66,Chile,2005,South America,False,77.63,16182713,3.458629046,6.58871555,3064.444946,21.8836042,12679.22581,31.17534703,2.521502877,1.681986393,97.11012176,22.9,2.01,9.5,93.49674988,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
67,Chile,2006,South America,False,77.865,16354507,3.494449666,6.03516722,3095.649042,22.00575093,15657.47765,34.49775117,2.49083178,1.559449413,97.35732524,23.4,2.26,9.5,93.25523376,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
68,Chile,2007,South America,False,78.099,16530201,3.906183578,6.17537546,3222.41447,22.12789766,16840.32704,35.9,2.318802202,1.436927913,97.6027136,23.9,2.34,9.4,92.08820343,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
69,Chile,2008,South America,False,78.33,16708255,4.069245883,6.74047899,3339.463325,22.25004438,16504.09786,37.3,2.584010483,1.314398584,97.84658479,24.4,2.43,9.9,91.38500214,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
70,Chile,2009,South America,False,78.558,16886184,3.875949531,7.20918465,3338.289965,22.37219111,16068.03767,41.56,2.263607889,1.191884629,98.08867136,25.0,2.32,9.9,88.97956085,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
71,Chile,2010,South America,False,78.779,17062531,4.087904661,6.77489328,3296.541125,22.49433784,18042.79037,45.0,2.23946831,1.069385967,98.32901085,25.5,2.35,9.8,90.00818634,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
72,Colombia,2005,South America,False,74.265,42647731,1.351537304,6.06709814,912.1837359,55.67520955,8328.80498,11.00726389,3.352873388,6.850523944,93.23447413,16.3,2.76442,6.8,82.86219788,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
73,Colombia,2006,South America,False,74.5,43200901,1.335388783,6.33551502,909.2160143,55.50146372,9045.171873,15.34167454,3.276130639,6.520519124,93.56993286,16.8,2.95321,6.7,86.28616333,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
74,Colombia,2007,South America,False,74.732,43737512,1.353071942,6.49102831,961.0447708,55.32771789,9793.919597,21.8,3.266739663,6.197664874,93.89940692,17.3,3.09981,7.2,89.21082306,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
75,Colombia,2008,South America,False,74.962,44254972,1.350808645,6.84192705,988.5793229,55.15397206,10188.96021,25.6,3.744606437,5.881630492,94.22320913,17.8,2.98826,7.3,90.78518677,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
76,Colombia,2009,South America,False,75.193,44750054,1.385696614,7.31134653,988.4539075,54.98022623,10256.39082,30.0,3.885353868,5.572305791,94.54142975,18.3,2.87862,7.3,95.26943207,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
77,Colombia,2010,South America,False,75.424,45222699,1.405488898,7.07130146,1065.607653,54.8064804,10732.82234,36.5,3.642755602,5.269760312,94.85395872,18.8,2.87,7.4,97.54611969,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
78,Costa Rica,2005,North America,False,78.117,4285504,1.463071784,6.66429853,1679.464616,56.09498629,9841.74831,22.07,0.0,0.593412926,96.46388357,17.1,2.29697,7.9,81.59253693,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
79,Costa Rica,2006,North America,False,78.239,4345421,1.509635072,6.93530893,1721.151118,56.12236584,10738.608,25.1,0.0,0.557291231,96.83456,17.8,2.34611,7.9,88.41921997,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
80,Costa Rica,2007,North America,False,78.362,4404626,1.725458621,6.99642754,1822.838339,56.1497454,11774.43106,28.4,0.0,0.521945521,97.18653818,18.5,2.43741,8.1,89.83688354,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
81,Costa Rica,2008,North America,False,78.491,4463123,1.684918829,7.46854544,1885.517635,56.17712495,12404.11324,32.29,0.0,0.487352414,97.52038348,19.2,2.50001,8.4,91.26712799,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
82,Costa Rica,2009,North America,False,78.626,4520739,1.592659919,7.86019039,1889.035996,56.2045045,12216.86731,34.33,0.0,0.453529202,97.83609934,20.0,2.47468,8.4,98.09201813,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
83,Costa Rica,2010,North America,False,78.769,4577371,1.553293393,8.02937698,1845.052324,56.23188406,12865.25967,36.5,0.0,0.420422624,98.11229116,20.8,2.09,8.3,101.0797424,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
84,Croatia,2005,Europe,False,75.24463415,4310145,4.976630894,6.90785742,3429.354644,33.99506826,15436.64441,33.14,1.762328437,0.0,98.67513502,21.3,4.8518,9.7,93.17102814,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
85,Croatia,2006,Europe,False,75.83682927,4311159,5.012573327,6.97907209,3582.246073,34.05760846,17595.75721,37.98,1.68580508,0.0,98.68000985,21.8,4.97896,9.9,94.93425751,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
86,Croatia,2007,Europe,False,75.70560976,4310217,5.308317229,7.47507524,3744.468715,34.12014867,19493.23508,41.44,1.628430615,0.0,98.68488173,22.3,5.12108,10.1,96.6008606,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
87,Croatia,2008,Europe,False,75.91219512,4309705,5.042108344,7.72871161,3846.674077,34.18268887,20921.54056,44.24,1.845187915,0.0,98.685,22.8,5.01515,10.3,98.37135315,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
88,Croatia,2009,Europe,False,76.16829268,4305181,4.717571565,8.17583179,3990.29632,34.24522908,20149.50957,50.58,1.803670235,0.0,98.685,23.3,4.74445,10.6,99.84745789,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
89,Croatia,2010,Europe,False,76.47560976,4295427,4.530399209,8.0887022,3818.422501,34.30776928,19967.21373,56.55,1.695435808,0.0,98.691,23.8,4.48,10.8,99.90100098,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
90,Cyprus,2005,Europe,False,78.63,1027657,7.687389951,5.43580961,3946.912639,18.63906926,27763.1543,32.81,2.037469743,0.0,99.8659396,18.3,3.62488,10.7,96.54328156,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
91,Cyprus,2006,Europe,False,78.764,1045508,7.651782674,5.46357489,4099.616896,18.65238095,30015.41406,35.83,1.899997863,0.0,99.8581574,18.7,3.58104,10.9,96.59815216,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
92,Cyprus,2007,Europe,False,78.91,1063708,7.812294746,5.35744858,4238.131129,18.66569264,32881.54688,40.77,1.684599658,0.0,99.85039242,19.0,3.70999,11.2,97.77915192,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
93,Cyprus,2008,Europe,False,79.071,1081568,7.849714277,6.01427698,4377.141095,18.67900433,34830.23438,42.31,1.629704944,0.0,99.84262747,19.4,3.89908,11.3,98.32904053,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
94,Cyprus,2009,Europe,False,79.245,1098089,7.540372167,6.46531582,4554.498654,18.69231602,33884.87891,49.81,1.816819508,0.0,99.83488338,19.8,3.68877,11.3,98.38755798,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
95,Cyprus,2010,Europe,False,79.43,1112617,7.100376945,6.51767111,4577.04248,18.70562771,33423.5,52.99,1.857807744,0.0,99.82714804,20.1,3.79,11.5,91.44080353,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
96,Czechia,2005,Europe,False,75.92439024,10211216,11.750804,6.34086704,6230.398228,34.2652731,22095.38785,35.27,1.790083772,0.0,99.82820011,23.9,7.6495,11.9,95.67085266,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
97,Czechia,2006,Europe,False,76.52439024,10238905,11.77860313,6.16380167,6357.421095,34.29571521,23923.70388,47.93,1.575906158,0.0,99.83384369,24.3,7.43356,12.1,96.03755951,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
98,Czechia,2007,Europe,False,76.72439024,10298828,12.00330783,5.98578358,6528.53015,34.32172168,26282.37549,51.93,1.430914735,0.0,99.83950014,24.7,7.41986,12.2,94.9588089,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
99,Czechia,2008,Europe,False,76.97560976,10384603,11.39282817,6.33024883,6518.217413,34.35217504,27974.48713,62.97,1.232471567,0.0,99.84517803,25.0,7.29073,12.2,94.14958191,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
100,Czechia,2009,Europe,False,77.07804878,10443936,10.64445418,7.248806,6489.126257,34.37818488,27761.50915,64.43,1.310564143,0.0,99.85087849,25.4,7.00957,12.3,93.85027313,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
101,Czechia,2010,Europe,False,77.42439024,10474410,10.71659406,6.87530422,6139.35206,34.40864949,27881.968,68.82,1.194772181,0.0,99.85659774,25.8,6.72,12.4,94.65641785,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
102,Denmark,2005,Europe,False,77.84390244,5419432,9.262963492,9.0905695,6615.569959,14.476125,34150.15946,82.74,1.31148864,0.0,100.0000011,17.2,5.04888,12.8,124.0997162,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
103,Denmark,2006,Europe,False,78.09512195,5437272,10.69102319,9.16879559,6659.000427,14.51335,37334.39016,86.65,1.377492183,0.0,100.0,17.5,4.91805,12.8,119.9998398,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
104,Denmark,2007,Europe,False,78.19512195,5461438,9.779475634,9.3251543,6824.745939,14.550575,39006.20232,85.03,1.307247052,0.0,100.0000033,17.9,4.76388,12.5,118.758873,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
105,Denmark,2008,Europe,False,78.44634146,5493621,9.125129139,9.51134396,6668.390266,14.5878,41278.32683,85.02,1.355004524,0.0,100.0000022,18.3,4.51206,12.9,117.8412323,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
106,Denmark,2009,Europe,False,78.59756098,5523095,8.678105357,10.67432022,6534.12385,14.625025,40331.40688,86.84,1.350178625,0.0,100.0000011,18.7,4.1285,12.7,117.9756165,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
107,Denmark,2010,Europe,False,79.1,5547683,8.673891232,10.33315945,6219.701092,14.66225,43003.05459,88.72,1.398621787,0.0,100.0000022,19.0,3.86,12.7,119.4968491,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
108,El Salvador,2005,North America,False,70.124,6052124,1.13018176,8.43694401,690.0958382,31.43725869,5249.864562,4.2,0.904204654,7.820611048,83.38168679,16.8,0.90537,6.0,67.75218201,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
109,El Salvador,2006,North America,False,70.333,6079395,1.190907939,7.92342138,755.4372647,31.22007722,5621.657087,5.5,0.888131106,7.233322188,84.60455338,17.3,0.97146,6.4,67.05412292,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
110,El Salvador,2007,North America,False,70.542,6105810,1.24962947,7.63829565,817.0220885,31.00289575,5855.513241,6.11,0.973444825,6.649092558,85.83407011,17.8,0.99897,5.8,66.74507141,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
111,El Salvador,2008,North America,False,70.756,6131767,1.126918203,7.66487646,882.1106454,30.78571429,6068.935355,10.08,0.961811831,6.037335551,87.13356096,18.3,0.95487,6.4,66.17138672,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
112,El Salvador,2009,North America,False,70.978,6157678,1.084824479,8.39771748,855.7076614,30.56853282,5955.179406,12.11,1.078878211,5.442231406,88.40943161,18.8,0.91212,6.5,67.33891296,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
