id,country,year,continent,least_developed,life_expectancy,population,co2_emissions,health_expenditure,electric_power_consumption,forest_area,gdp_per_capita,individuals_using_the_internet,military_expenditure,people_practicing_open_defecation,people_using_at_least_basic_drinking_water_services,obesity_among_adults,beer_consumption_per_capita,avg_years_of_schooling,secondary_enroll,annotations
113,El Salvador,2010,North America,False,71.21,6183877,1.057588947,8.23629189,846.0981558,30.35135135,6127.645045,15.9,1.089553727,4.863270535,89.66189951,19.4,0.92,7.1,69.14067841,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
114,Eritrea,2005,Africa,True,58.707,2826653,0.212265186,6.86417818,86.4031261,9.11098558,1575.908648,0.374,28.443,76.46518898,48.48440644,2.2,0.72133,3.7,40.3620491,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
115,Eritrea,2006,Africa,True,59.487,2918209,0.17819148,6.85840559,85.61362148,9.086474152,1558.315131,0.407,29.492,75.19118454,48.85949384,2.3,0.60023,3.7,42.51174164,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
116,Eritrea,2007,Africa,True,60.243,2996540,0.17019629,5.27863026,79.50081711,9.058220229,1580.831377,0.41,30.993,73.91166455,49.24695178,2.4,0.4557,3.8,41.60852051,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
117,Eritrea,2008,Africa,True,60.952,3062782,0.146925243,6.41520452,81.76096431,9.030254666,1422.094264,0.47,31.18,72.6250009,49.64870222,2.6,0.40799,3.8,44.91022873,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
118,Eritrea,2009,Africa,True,61.602,3119920,0.150644888,5.38878536,79.01313251,9.003251617,1459.462952,0.54,31.484,71.56416898,49.81032358,2.7,0.51277,3.8,49.02930069,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
119,Eritrea,2010,Africa,True,62.193,3170437,0.157706966,4.92946005,83.33547014,8.977483792,1485.360306,0.61,31.496,70.50200083,49.97738165,2.9,0.68,3.9,51.99332809,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
120,Estonia,2005,Europe,False,72.56829268,1354775,12.71797866,5.05801439,5429.525522,53.9621373,16634.89274,61.45,1.450919932,0.0,99.33587575,20.2,6.48,12.1,102.7890778,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
121,Estonia,2006,Europe,False,72.69146341,1346810,11.86507343,4.76530361,5531.545829,54.19127153,19345.31471,63.51,1.388422436,0.0,99.35408333,20.4,6.5,12.2,103.1119003,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
122,Estonia,2007,Europe,False,72.81463415,1340680,14.90288476,4.98330879,5869.424789,54.42040576,22195.19759,66.19,1.657582134,0.0,99.75177694,20.7,5.85062,12.2,103.2427292,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
123,Estonia,2008,Europe,False,73.77073171,1337090,13.76122746,5.71032381,6277.411463,54.64953999,22802.34218,70.58,1.765049691,0.0,99.75082802,21.0,5.37419,12.3,102.2679291,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
124,Estonia,2009,Europe,False,74.82439024,1334515,11.27750545,6.51218891,6364.56783,54.87867422,20477.85243,72.5,1.78893839,0.0,99.74987911,21.3,5.07324,12.4,102.7376175,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
125,Estonia,2010,Europe,False,75.42926829,1331475,14.26988866,6.27124023,5975.953811,55.10780845,21619.45455,74.1,1.686470067,0.0,99.74892504,21.6,5.87,12.5,105.2892609,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
126,Ethiopia,2005,Africa,True,56.223,76346310,0.066145963,4.10098124,30.77876001,16.0938364,640.9698468,0.219659819,2.761551436,61.87080584,26.10543909,2.0,0.20578,1.9,25.10318947,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
127,Ethiopia,2006,Africa,True,57.334,78489205,0.068799271,4.45757294,33.53141756,16.02896339,712.343569,0.310592657,2.266537384,58.85152533,27.67426894,2.2,0.28402,2.0,29.22883987,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
128,Ethiopia,2007,Africa,True,58.467,80674343,0.073877268,5.00128365,37.4828615,15.96402992,793.3215141,0.37,1.86327402,55.83274958,29.24049791,2.3,0.29066,2.1,32.29912186,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
129,Ethiopia,2008,Africa,True,59.581,82916236,0.078271761,4.28063917,39.56648274,15.9002326,871.5463026,0.45,1.489809217,52.74309695,30.89480764,2.4,0.29127,2.2,33.40739059,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
130,Ethiopia,2009,Africa,True,60.645,85233923,0.076612691,4.64983416,40.99317774,15.8352641,928.3920242,0.54,1.184802596,49.66892809,32.53496042,2.5,0.28366,2.3,33.59592819,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
131,Ethiopia,2010,Africa,True,61.627,87639962,0.073824767,5.46637249,42.15457735,15.77082944,1028.436486,0.75,1.133586485,46.60942146,34.16251912,2.7,0.28,2.3,34.83549118,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
132,Finland,2005,Europe,False,78.81707317,5246096,10.57167065,8.28795624,16777.56585,73.35703733,32051.794,74.48,1.467190429,0.0,99.99999884,20.4,4.59,12.0,111.7896881,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
133,Finland,2006,Europe,False,79.21463415,5266268,12.72627915,8.2841177,16117.89033,73.40585972,34455.10533,79.66,1.444766675,0.0,99.99999884,20.8,4.57,12.0,111.455658,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
134,Finland,2007,Europe,False,79.26341463,5288720,12.30921631,8.08359337,17215.03729,73.34372061,37838.34019,80.78,1.290887944,0.0,100.0,21.2,4.7,12.0,110.1139832,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
135,Finland,2008,Europe,False,79.56829268,5313399,10.6636072,8.34310627,17160.86312,73.32256663,40083.69727,83.67,1.394917394,0.0,99.99999771,21.6,4.62,12.2,108.606781,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
136,Finland,2009,Europe,False,79.7195122,5338871,10.14821304,9.16122246,16349.23333,73.25555775,37972.27005,82.49,1.560742356,0.0,100.0000034,22.0,4.54,12.2,107.4755478,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
137,Finland,2010,Europe,False,79.87073171,5363352,11.65875348,9.14202785,15243.11039,73.18854886,38956.47222,86.89,1.49175816,0.0,100.0,22.4,4.47,12.3,107.5860596,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
138,France,2005,Europe,False,80.16341463,63179356,6.025069386,10.2148447,7661.490447,28.95315008,30498.57688,42.87,2.023706919,0.0,99.93825616,18.9,2.31,10.4,106.7816772,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
139,France,2006,Europe,False,80.81219512,63621376,5.840018106,10.38566494,7652.863698,29.15970392,32468.54158,46.87,1.9750983,0.0,99.94596129,19.3,2.4,10.6,106.9275208,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
140,France,2007,Europe,False,81.11219512,64016227,5.667781492,10.31564426,7540.29589,29.36625776,34121.34388,66.09,1.907528634,0.0,99.9535018,19.7,2.33,10.7,106.6935272,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
141,France,2008,Europe,False,81.21463415,64374979,5.561011371,10.50084686,7513.57933,29.5728116,35095.26568,70.68,1.897075896,0.0,99.96089742,20.0,2.18,10.7,106.4328384,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
142,France,2009,Europe,False,81.41463415,64707035,5.312096451,11.28756237,7643.451037,29.77936544,34678.06232,71.58,2.098147335,0.0,99.96814699,20.4,2.25,10.8,106.2392273,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
143,France,2010,Europe,False,81.66341463,65027505,5.348198409,11.22560215,7338.042919,29.98591927,35902.90311,77.28,1.969419353,0.0,99.97524196,20.8,2.18,10.9,106.424942,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
144,Germany,2005,Europe,False,78.93170732,82469422,9.729424378,10.3115406,7108.962524,32.6341897,31794.09601,68.71,1.065629701,0.0,100.0,20.5,6.62283,13.3,102.2795868,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
145,Germany,2006,Europe,False,79.13170732,82376451,9.886441614,10.17961693,7138.221485,32.65370498,34160.34493,72.16,1.199302958,0.0,99.9999976,21.0,6.73373,13.6,103.0582886,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
146,Germany,2007,Europe,False,79.53414634,82266372,9.527586652,10.05104923,7212.437448,32.67416181,36287.48224,75.16,1.172471765,0.0,100.0000024,21.4,6.48394,13.7,102.2422867,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
147,Germany,2008,Europe,False,79.73658537,82110097,9.617453045,10.25105095,7229.089913,32.69368672,37802.38743,78.0,1.209034004,0.0,100.0,21.9,6.35388,13.7,103.3083191,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
148,Germany,2009,Europe,False,79.83658537,81902307,8.97178632,11.23758507,7187.764009,32.71133932,36815.84405,79.0,1.310604073,0.0,100.0,22.3,6.34122,13.8,103.1582489,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
149,Germany,2010,Europe,False,79.98780488,81776930,9.453399722,11.09557819,6817.158398,32.73087185,38952.6946,82.0,1.266826626,0.0,100.0,22.8,6.21,13.8,103.9748383,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
150,Guatemala,2005,North America,False,69.762,12948292,0.890464915,6.14832115,486.9064354,37.0091452,5544.676707,5.7,0.383913657,10.52234166,88.40313171,13.3,1.0718,3.5,41.50666046,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
151,Guatemala,2006,North America,False,70.082,13213330,0.871846874,6.36372948,486.1645073,36.55505786,5900.851227,6.5,0.431829465,9.923344139,88.78879598,13.8,1.06777,3.7,43.33914185,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
152,Guatemala,2007,North America,False,70.409,13477017,0.920826905,6.19192553,540.4390869,36.10097051,6318.320288,7.3,0.398456601,9.328954134,89.17158315,14.2,1.0497,3.9,44.99457169,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
153,Guatemala,2008,North America,False,70.75,13739299,0.818091212,6.08125973,552.4961496,35.64688317,6524.609737,8.3,0.468231103,8.739195666,89.55148893,14.7,0.89265,4.3,45.73696136,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
154,Guatemala,2009,North America,False,71.108,14000190,0.846417112,6.33950901,540.8572883,35.19279582,6474.796935,9.3,0.395326074,8.154424437,89.9281414,15.2,0.80589,4.6,47.51139069,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
155,Guatemala,2010,North America,False,71.481,14259687,0.802261619,6.12487125,549.9211082,34.73870847,6618.916031,10.5,0.441382604,7.574181734,90.30204843,15.6,0.83,4.9,52.33045959,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
156,Hungary,2005,Europe,False,72.64878049,10087065,5.543733303,8.00078201,3680.168467,22.13793103,17112.20217,38.97,1.412028787,0.0,99.96637568,22.8,4.29675,10.9,96.2646637,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
157,Hungary,2006,Europe,False,73.09756098,10071370,5.506698601,7.78737354,3771.364614,22.2776699,18389.41028,47.06,1.22300996,0.0,99.96690286,23.3,4.38856,11.1,96.09008789,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
158,Hungary,2007,Europe,False,73.15121951,10055780,5.355128938,7.21529293,3882.490664,22.41740877,19099.85171,53.3,1.270258106,0.0,99.96743082,23.8,4.59455,11.3,96.16716003,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
159,Hungary,2008,Europe,False,73.70243902,10038188,5.280833386,7.09688091,3976.518977,22.55714764,20727.88997,61.0,1.181179736,0.0,99.96795714,24.3,4.29622,11.5,96.04280853,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
160,Hungary,2009,Europe,False,73.90487805,10022650,4.773188743,7.2392807,3988.767694,22.46623219,20729.78393,62.0,1.128645477,0.0,99.96847842,24.8,4.27001,11.7,96.24977112,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
161,Hungary,2010,Europe,False,74.20731707,10000023,4.787989094,7.46319818,3773.153807,22.60455098,21751.83384,65.0,1.023995608,0.0,99.96892877,25.3,3.9,11.9,97.08148956,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
162,India,2005,Asia,False,64.5,1147609924,0.99029291,3.79116249,451.6115461,23.05385798,2954.546053,2.388075,2.754907666,58.84314476,83.13360985,2.0,0.08914,4.8,53.96905899,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
163,India,2006,Asia,False,64.918,1165486291,1.042663453,3.63477802,468.025754,23.11793057,3240.736555,2.805499865,2.52680863,55.82200891,83.65179214,2.1,0.10863,4.9,54.88293839,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
164,India,2007,Asia,False,65.35,1183209471,1.129757683,3.51754165,509.2140548,23.18200317,3529.62081,3.95,2.478248209,52.8141007,84.16605196,2.3,0.12467,5.0,57.27587128,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
165,India,2008,Asia,False,65.794,1200669762,1.18632121,3.51468062,541.7383952,23.24607576,3654.427508,4.38,2.631462141,49.81961911,84.67634135,2.4,0.13441,5.2,60.35649109,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
166,India,2009,Asia,False,66.244,1217726217,1.285083612,3.48537874,561.2475814,23.31014836,3911.434281,5.12,3.129387179,46.83967414,85.18237554,2.5,0.14549,5.3,59.61365128,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
167,India,2010,Asia,False,66.693,1234281163,1.344896147,3.27211905,598.4982419,23.37422095,4237.208788,7.5,2.889461328,43.87389884,85.68425222,2.7,0.17,5.4,63.11619949,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
168,Indonesia,2005,Asia,False,67.334,226289468,1.512001407,2.53189397,474.3743828,53.51189522,6257.657476,3.602024763,0.750789394,25.27204,80.02217385,3.4,0.05486,7.4,60.15428925,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
169,Indonesia,2006,Asia,False,67.717,229318262,1.589363176,2.6194644,500.6507859,53.42556853,6715.707869,4.764813134,0.658702778,23.86128959,80.92466101,3.7,0.05688,7.9,62.64102936,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
170,Indonesia,2007,Asia,False,68.105,232374239,1.635120972,2.82385564,516.0339127,53.33924184,7238.369541,5.786274729,0.712361931,22.46825531,81.81767312,3.9,0.0551,7.1,70.54091644,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
171,Indonesia,2008,Asia,False,68.485,235469755,1.597402667,2.54842281,546.153483,53.25291515,7718.025586,7.917479385,0.578945804,21.09252401,82.70159068,4.2,0.06239,7.1,69.65622711,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
172,Indonesia,2009,Asia,False,68.853,238620554,1.638919951,2.62324095,570.0604734,53.16658846,8019.730683,6.92,0.571133892,19.73504906,83.57565413,4.5,0.0636,7.4,74.6276474,"{'scatterPlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'heatMap_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}, 'timePlot_annotations': {'x_coordinate': '', 'y_coordinate': '', 'annotation': ''}}"
